"name","district","state","address","phone"
"Police Station","Kiphire","Nagaland","Kiphire, Nagaland","Not available"
"Police Station","Bhubaneswar","Odisha","Bhubaneswar, Odisha","Not available"
"Police Station","Cuttack","Odisha","Cuttack, Odisha","Not available"
"Police Station","Rourkela","Odisha","Rourkela, Odisha","Not available"
"Police Station","Sambalpur","Odisha","Sambalpur, Odisha","Not available"
"Police Station","Berhampur","Odisha","Berhampur, Odisha","Not available"
"Police Station","Balasore","Odisha","Balasore, Odisha","Not available"
"Police Station","Puri","Odisha","Puri, Odisha","Not available"
"Police Station","Jajpur","Odisha","Jajpur, Odisha","Not available"
"Police Station","Sundargarh","Odisha","Sundargarh, Odisha","Not available"
"Police Station","Keonjhar","Odisha","Keonjhar, Odisha","Not available"
"Police Station","Dhenkanal","Odisha","Dhenkanal, Odisha","Not available"
"Police Station","Angul","Odisha","Angul, Odisha","Not available"
"Police Station","Bhadrak","Odisha","Bhadrak, Odisha","Not available"
"Police Station","Bolangir","Odisha","Bolangir, Odisha","Not available"
"Police Station","Boudh","Odisha","Boudh, Odisha","Not available"
"Police Station","Jagatsinghpur","Odisha","Jagatsinghpur, Odisha","Not available"
"Police Station","Jharsuguda","Odisha","Jharsuguda, Odisha","Not available"
"Police Station","Kalahandi","Odisha","Kalahandi, Odisha","Not available"
"Police Station","Kandhamal","Odisha","Kandhamal, Odisha","Not available"
"Police Station","Kendrapara","Odisha","Kendrapara, Odisha","Not available"
"Police Station","Koraput","Odisha","Koraput, Odisha","Not available"
"Police Station","Mayurbhanj","Odisha","Mayurbhanj, Odisha","Not available"
"Police Station","Nayagarh","Odisha","Nayagarh, Odisha","Not available"
"Police Station","Nuapada","Odisha","Nuapada, Odisha","Not available"
"Police Station","Rayagada","Odisha","Rayagada, Odisha","Not available"
"Police Station","Sonepur","Odisha","Sonepur, Odisha","Not available"
"Police Station","Amritsar","Punjab","Amritsar, Punjab","Not available"
"Police Station","Barnala","Punjab","Barnala, Punjab","Not available"
"Police Station","Bathinda","Punjab","Bathinda, Punjab","Not available"
"Police Station","Faridkot","Punjab","Faridkot, Punjab","Not available"
"Police Station","Fatehgarh Sahib","Punjab","Fatehgarh Sahib, Punjab","Not available"
"Police Station","Fazilka","Punjab","Fazilka, Punjab","Not available"
"Police Station","Firozpur","Punjab","Firozpur, Punjab","Not available"
"Police Station","Gurdaspur","Punjab","Gurdaspur, Punjab","Not available"
"Police Station","Hoshiarpur","Punjab","Hoshiarpur, Punjab","Not available"
"Police Station","Jalandhar","Punjab","Jalandhar, Punjab","Not available"
"Police Station","Kapurthala","Punjab","Kapurthala, Punjab","Not available"
"Poloce Station Miller Ganj","Ludhiana","Punjab","Ludhiana, Punjab","100"
"Police Station","Mansa","Punjab","Mansa, Punjab","Not available"
"City Police Station","Moga","Punjab","Moga, Punjab","Not available"
"Police Station","Muktsar","Punjab","Muktsar, Punjab","Not available"
"Police Station","Pathankot","Punjab","Pathankot, Punjab","Not available"
"Police Station","Patiala","Punjab","Patiala, Punjab","Not available"
"Police Station","Rupnagar","Punjab","Rupnagar, Punjab","Not available"
"Police Station","Sangrur","Punjab","Sangrur, Punjab","Not available"
"Police Station","Shahid Bhagat Singh Nagar","Punjab","Shahid Bhagat Singh Nagar, Punjab","Not available"
"Police Station","Tarn Taran","Punjab","Tarn Taran, Punjab","Not available"
"Bajaj Nagar Police Station","Jaipur","Rajasthan","Jaipur, Rajasthan","Not available"
"Basni Police Station","Jodhpur","Rajasthan","Jodhpur, Rajasthan","0291 2650759"
"Police Station","Udaipur","Rajasthan","Udaipur, Rajasthan","Not available"
"Police Station","Kota","Rajasthan","Kota, Rajasthan","Not available"
"Police Station","Bikaner","Rajasthan","Bikaner, Rajasthan","Not available"
"Police Station","Ajmer","Rajasthan","Ajmer, Rajasthan","Not available"
"police station","Alwar","Rajasthan","Alwar, Rajasthan","Not available"
"Police Station","Bharatpur","Rajasthan","Bharatpur, Rajasthan","Not available"
"SP - Superintendent of Police Office","Bhilwara","Rajasthan","Bhilwara, Rajasthan","Not available"
"Police Station","Bundi","Rajasthan","Bundi, Rajasthan","Not available"
"Police Station","Chittorgarh","Rajasthan","Chittorgarh, Rajasthan","Not available"
"Police Station","Churu","Rajasthan","Churu, Rajasthan","Not available"
"Police Station","Dausa","Rajasthan","Dausa, Rajasthan","Not available"
"Police Station","Dholpur","Rajasthan","Dholpur, Rajasthan","Not available"
"Police Station","Dungarpur","Rajasthan","Dungarpur, Rajasthan","Not available"
"Police Station","Hanumangarh","Rajasthan","Hanumangarh, Rajasthan","Not available"
"Police Station","Jaisalmer","Rajasthan","Jaisalmer, Rajasthan","Not available"
"Police Station","Jalor","Rajasthan","Jalor, Rajasthan","Not available"
"Police Station","Jhunjhunu","Rajasthan","Jhunjhunu, Rajasthan","Not available"
"Police Station","Jhalawar","Rajasthan","Jhalawar, Rajasthan","Not available"
"Police Station","Karauli","Rajasthan","Karauli, Rajasthan","Not available"
"Police Station","Nagaur","Rajasthan","Nagaur, Rajasthan","Not available"
"Police Station","Pali","Rajasthan","Pali, Rajasthan","Not available"
"Police Station","Pratapgarh","Rajasthan","Pratapgarh, Rajasthan","Not available"
"Police Station","Rajsamand","Rajasthan","Rajsamand, Rajasthan","Not available"
"Police Station","Sawai Madhopur","Rajasthan","Sawai Madhopur, Rajasthan","Not available"
"Police Station","Sikar","Rajasthan","Sikar, Rajasthan","Not available"
"Police Station","Sirohi","Rajasthan","Sirohi, Rajasthan","Not available"
"Police Station","Tonk","Rajasthan","Tonk, Rajasthan","Not available"
"Police Station","Udaipur","Rajasthan","Udaipur, Rajasthan","Not available"
"Police Station","East Sikkim","Sikkim","East Sikkim, Sikkim","Not available"
"Police Station","West Sikkim","Sikkim","West Sikkim, Sikkim","Not available"
"Police Station","North Sikkim","Sikkim","North Sikkim, Sikkim","Not available"
"Police Station","South Sikkim","Sikkim","South Sikkim, Sikkim","Not available"
"J.J Nagar Police Booth (V3)","Chennai","Tamil Nadu","Chennai, Tamil Nadu","N\/A"
"Ketti Village Police Station","Coimbatore","Tamil Nadu","Coimbatore, Tamil Nadu","Not available"
"Anna Nagar Police Station","Madurai","Tamil Nadu","Madurai, Tamil Nadu","+(91)9952495164,"
"Police Station","Tiruchirappalli","Tamil Nadu","Tiruchirappalli, Tamil Nadu","Not available"
"Ammapet B 6  Police Station","Salem","Tamil Nadu","Salem, Tamil Nadu","Not available"
"Police Station","Tiruppur","Tamil Nadu","Tiruppur, Tamil Nadu","Not available"
"Police Station","Tirunelveli","Tamil Nadu","Tirunelveli, Tamil Nadu","Not available"
"Police Station","Vellore","Tamil Nadu","Vellore, Tamil Nadu","Not available"
"Police Station","Erode","Tamil Nadu","Erode, Tamil Nadu","Not available"
"Police Station","Thoothukudi","Tamil Nadu","Thoothukudi, Tamil Nadu","Not available"
"Police Station","Dindigul","Tamil Nadu","Dindigul, Tamil Nadu","Not available"
"Police Station","Thanjavur","Tamil Nadu","Thanjavur, Tamil Nadu","Not available"
"Police Station","Nagapattinam","Tamil Nadu","Nagapattinam, Tamil Nadu","Not available"
"Police Station","Namakkal","Tamil Nadu","Namakkal, Tamil Nadu","Not available"
"G4 Vandavasi north police station","Kanchipuram","Tamil Nadu","Kanchipuram, Tamil Nadu","+(91)4427272232"
"Police Station","Krishnagiri","Tamil Nadu","Krishnagiri, Tamil Nadu","Not available"
"Police Quarters","Cuddalore","Tamil Nadu","Cuddalore, Tamil Nadu","Not available"
"Police Station","Villupuram","Tamil Nadu","Villupuram, Tamil Nadu","Not available"
"Police Station","Ramanathapuram","Tamil Nadu","Ramanathapuram, Tamil Nadu","Not available"
"Police Station","Sivaganga","Tamil Nadu","Sivaganga, Tamil Nadu","Not available"
"Police Station","Tiruvallur","Tamil Nadu","Tiruvallur, Tamil Nadu","Not available"
"Police Station","Tiruvarur","Tamil Nadu","Tiruvarur, Tamil Nadu","Not available"
"Police Station","Dharmapuri","Tamil Nadu","Dharmapuri, Tamil Nadu","Not available"
"Police Station","Perambalur","Tamil Nadu","Perambalur, Tamil Nadu","Not available"
"Police Station","Pudukkottai","Tamil Nadu","Pudukkottai, Tamil Nadu","Not available"
"Police Station","Karur","Tamil Nadu","Karur, Tamil Nadu","Not available"
"Police Station","Mayiladuthurai","Tamil Nadu","Mayiladuthurai, Tamil Nadu","Not available"
"Sipcot Police Station","Ranipet","Tamil Nadu","Ranipet, Tamil Nadu","+91 4172 244 399"
"Police Station","Tenkasi","Tamil Nadu","Tenkasi, Tamil Nadu","Not available"
"Police Station","Chengalpattu","Tamil Nadu","Chengalpattu, Tamil Nadu","Not available"
"Deputy Commissioner of Police Office (South Zone)","Hyderabad","Telangana","Hyderabad, Telangana","Not available"
"Police Station","Warangal","Telangana","Warangal, Telangana","Not available"
"Karimnagar commisionarate","Karimnagar","Telangana","Karimnagar, Telangana","Not available"
"Police Station","Nizamabad","Telangana","Nizamabad, Telangana","Not available"
"Police Station","Adilabad","Telangana","Adilabad, Telangana","Not available"
"1 Town","Khammam","Telangana","Khammam, Telangana","Not available"
"Police Station","Mahbubnagar","Telangana","Mahbubnagar, Telangana","Not available"
"Police Station","Rangareddy","Telangana","Rangareddy, Telangana","Not available"
"Police Station","Medak","Telangana","Medak, Telangana","Not available"
"I Town Police Station","Siddipet","Telangana","Siddipet, Telangana","Not available"
"Police Station","Nalgonda","Telangana","Nalgonda, Telangana","Not available"
"Police Station","Jagtial","Telangana","Jagtial, Telangana","Not available"
"Police Station","Rajanna Sircilla","Telangana","Rajanna Sircilla, Telangana","Not available"
"Police Station","Peddapalli","Telangana","Peddapalli, Telangana","Not available"
"Police Station","Sangareddy","Telangana","Sangareddy, Telangana","Not available"
"Police Station","Yadadri Bhuvanagiri","Telangana","Yadadri Bhuvanagiri, Telangana","Not available"
"Police Station","Kamareddy","Telangana","Kamareddy, Telangana","Not available"
"Police Station","Mulugu","Telangana","Mulugu, Telangana","Not available"
"Police Station","Nagarkurnool","Telangana","Nagarkurnool, Telangana","Not available"
"Police Station","Vikarabad","Telangana","Vikarabad, Telangana","Not available"
"Police Station","Wanaparthy","Telangana","Wanaparthy, Telangana","Not available"
"Police Station","Jogulamba Gadwal","Telangana","Jogulamba Gadwal, Telangana","Not available"
"Police Station","Agartala","Tripura","Agartala, Tripura","Not available"
"Police Station","Dhalai","Tripura","Dhalai, Tripura","Not available"
"Police Station","Gomati","Tripura","Gomati, Tripura","Not available"
"Police Station","Khowai","Tripura","Khowai, Tripura","Not available"
"Police Station","North Tripura","Tripura","North Tripura, Tripura","Not available"
"Police Station","Sepahijala","Tripura","Sepahijala, Tripura","Not available"
"Police Station","South Tripura","Tripura","South Tripura, Tripura","Not available"
"Police Station","Unakoti","Tripura","Unakoti, Tripura","Not available"
"Police Station","West Tripura","Tripura","West Tripura, Tripura","Not available"
"Police Station","Lucknow","Uttar Pradesh","Lucknow, Uttar Pradesh","Not available"
"Police Station","Kanpur","Uttar Pradesh","Kanpur, Uttar Pradesh","Not available"
"Police Station","Ghaziabad","Uttar Pradesh","Ghaziabad, Uttar Pradesh","Not available"
"Police Station","Agra","Uttar Pradesh","Agra, Uttar Pradesh","Not available"
"Police Station","Meerut","Uttar Pradesh","Meerut, Uttar Pradesh","Not available"
"Police Station","Varanasi","Uttar Pradesh","Varanasi, Uttar Pradesh","Not available"
"Police Station","Prayagraj","Uttar Pradesh","Prayagraj, Uttar Pradesh","Not available"
"Police Station","Bareilly","Uttar Pradesh","Bareilly, Uttar Pradesh","Not available"
"Police Station","Aligarh","Uttar Pradesh","Aligarh, Uttar Pradesh","Not available"
"Police Station","Moradabad","Uttar Pradesh","Moradabad, Uttar Pradesh","Not available"
"Police Station","Saharanpur","Uttar Pradesh","Saharanpur, Uttar Pradesh","Not available"
"Police Station","Firozabad","Uttar Pradesh","Firozabad, Uttar Pradesh","Not available"
"Police Station","Jhansi","Uttar Pradesh","Jhansi, Uttar Pradesh","Not available"
"Police Station","Mathura","Uttar Pradesh","Mathura, Uttar Pradesh","Not available"
"Police Station","Shahjahanpur","Uttar Pradesh","Shahjahanpur, Uttar Pradesh","Not available"
"Police Station","Noida","Uttar Pradesh","Noida, Uttar Pradesh","Not available"
"Police Station","Gorakhpur","Uttar Pradesh","Gorakhpur, Uttar Pradesh","Not available"
"Police Station","Etawah","Uttar Pradesh","Etawah, Uttar Pradesh","Not available"
"Police Station","Rampur","Uttar Pradesh","Rampur, Uttar Pradesh","Not available"
"Police Station","Farrukhabad","Uttar Pradesh","Farrukhabad, Uttar Pradesh","Not available"
"Police Station","Budaun","Uttar Pradesh","Budaun, Uttar Pradesh","Not available"
"Police Station","Hapur","Uttar Pradesh","Hapur, Uttar Pradesh","Not available"
"Police Station","Bulandshahr","Uttar Pradesh","Bulandshahr, Uttar Pradesh","Not available"
"Police Station","Raebareli","Uttar Pradesh","Raebareli, Uttar Pradesh","Not available"
"Police Station","Sitapur","Uttar Pradesh","Sitapur, Uttar Pradesh","Not available"
"Police Station","Amroha","Uttar Pradesh","Amroha, Uttar Pradesh","Not available"
"Police Station","Bijnor","Uttar Pradesh","Bijnor, Uttar Pradesh","Not available"
"Police Station","Barabanki","Uttar Pradesh","Barabanki, Uttar Pradesh","Not available"
"Police Station","Mahoba","Uttar Pradesh","Mahoba, Uttar Pradesh","Not available"
"Police Station","Hamirpur","Uttar Pradesh","Hamirpur, Uttar Pradesh","Not available"
"Police Station","Kasganj","Uttar Pradesh","Kasganj, Uttar Pradesh","Not available"
"Police Station","Azamgarh","Uttar Pradesh","Azamgarh, Uttar Pradesh","Not available"
"Police Station","Sant Kabir Nagar","Uttar Pradesh","Sant Kabir Nagar, Uttar Pradesh","Not available"
"Police Station","Pratapgarh","Uttar Pradesh","Pratapgarh, Uttar Pradesh","Not available"
"Police Station","Baghpat","Uttar Pradesh","Baghpat, Uttar Pradesh","Not available"
"Police Station","Chitrakoot","Uttar Pradesh","Chitrakoot, Uttar Pradesh","Not available"
"Police Station","Etah","Uttar Pradesh","Etah, Uttar Pradesh","Not available"
"Police Station","Fatehpur","Uttar Pradesh","Fatehpur, Uttar Pradesh","Not available"
"Police Station","Hardoi","Uttar Pradesh","Hardoi, Uttar Pradesh","Not available"
"Police Station","Kaushambi","Uttar Pradesh","Kaushambi, Uttar Pradesh","Not available"
"Police Station","Kannauj","Uttar Pradesh","Kannauj, Uttar Pradesh","Not available"
"Police Station","Lakhimpur Kheri","Uttar Pradesh","Lakhimpur Kheri, Uttar Pradesh","Not available"
"Police Station","Mainpuri","Uttar Pradesh","Mainpuri, Uttar Pradesh","Not available"
"Police Station","Mau","Uttar Pradesh","Mau, Uttar Pradesh","Not available"
"Police Station","Mirzapur","Uttar Pradesh","Mirzapur, Uttar Pradesh","Not available"
"Police Station","Siddharthnagar","Uttar Pradesh","Siddharthnagar, Uttar Pradesh","Not available"
"Police Station","Sultanpur","Uttar Pradesh","Sultanpur, Uttar Pradesh","Not available"
"Police Station","Unnao","Uttar Pradesh","Unnao, Uttar Pradesh","Not available"
"Police Station","Varanasi","Uttar Pradesh","Varanasi, Uttar Pradesh","Not available"
"Mayur Vihar Police Chowki","Dehradun","Uttarakhand","Dehradun, Uttarakhand","Not available"
"Police Station","Haridwar","Uttarakhand","Haridwar, Uttarakhand","Not available"
"Police Station","Nainital","Uttarakhand","Nainital, Uttarakhand","Not available"
"Police Station","Almora","Uttarakhand","Almora, Uttarakhand","Not available"
"Police Station","Pithoragarh","Uttarakhand","Pithoragarh, Uttarakhand","Not available"
"Police Station","Chamoli","Uttarakhand","Chamoli, Uttarakhand","Not available"
"Police Station","Rudraprayag","Uttarakhand","Rudraprayag, Uttarakhand","Not available"
"Police Station","Tehri Garhwal","Uttarakhand","Tehri Garhwal, Uttarakhand","Not available"
"Police Station","Uttarkashi","Uttarakhand","Uttarkashi, Uttarakhand","Not available"
"Police Station","Champawat","Uttarakhand","Champawat, Uttarakhand","Not available"
"Police Station","Bageshwar","Uttarakhand","Bageshwar, Uttarakhand","Not available"
"Police Station","Udham Singh Nagar","Uttarakhand","Udham Singh Nagar, Uttarakhand","Not available"
"New Market Police Station","Kolkata","West Bengal","Kolkata, West Bengal","+913322177397"
"Police Station","North 24 Parganas","West Bengal","North 24 Parganas, West Bengal","Not available"
"Police Station","South 24 Parganas","West Bengal","South 24 Parganas, West Bengal","Not available"
"Police Station","Howrah","West Bengal","Howrah, West Bengal","Not available"
"Police Station","Hooghly","West Bengal","Hooghly, West Bengal","Not available"
"Police Station","Darjeeling","West Bengal","Darjeeling, West Bengal","Not available"
"Police Station","Nadia","West Bengal","Nadia, West Bengal","Not available"
"Police Station","Burdwan","West Bengal","Burdwan, West Bengal","Not available"
"Police Station","Purulia","West Bengal","Purulia, West Bengal","Not available"
"Police Station","Bankura","West Bengal","Bankura, West Bengal","Not available"
"Police Line Ground","Cooch Behar","West Bengal","Cooch Behar, West Bengal","Not available"
"Police Station","Malda","West Bengal","Malda, West Bengal","Not available"
"SP Office","Jalpaiguri","West Bengal","Jalpaiguri, West Bengal","Not available"
"Police Station","Birbhum","West Bengal","Birbhum, West Bengal","Not available"
"Police Station","Medinipur","West Bengal","Medinipur, West Bengal","Not available"
"Police Station","Uttar Dinajpur","West Bengal","Uttar Dinajpur, West Bengal","Not available"
"Police Station","Dakshin Dinajpur","West Bengal","Dakshin Dinajpur, West Bengal","Not available"
"Police Station","Paschim Bardhaman","West Bengal","Paschim Bardhaman, West Bengal","Not available"
"Police Station","Purba Bardhaman","West Bengal","Purba Bardhaman, West Bengal","Not available"
"Police Station","Alipurduar","West Bengal","Alipurduar, West Bengal","Not available"
"Police Station","Kalimpong","West Bengal","Kalimpong, West Bengal","Not available"
"Police Station","Purba Medinipur","West Bengal","Purba Medinipur, West Bengal","Not available"
"Police Station","Paschim Medinipur","West Bengal","Paschim Medinipur, West Bengal","Not available"
"Police Station","North and Middle Andaman","Andaman and Nicobar Islands","North and Middle Andaman, Andaman and Nicobar Islands","Not available"
"Police Station","South Andaman","Andaman and Nicobar Islands","South Andaman, Andaman and Nicobar Islands","Not available"
"Police Station","Nicobar","Andaman and Nicobar Islands","Nicobar, Andaman and Nicobar Islands","Not available"
"Police Station","Chandigarh","Chandigarh","Chandigarh, Chandigarh","Not available"
"Police Station","Dadra","Dadra and Nagar Haveli and Daman and Diu","Dadra, Dadra and Nagar Haveli and Daman and Diu","Not available"
"Police Station","Nagar Haveli","Dadra and Nagar Haveli and Daman and Diu","Nagar Haveli, Dadra and Nagar Haveli and Daman and Diu","Not available"
"Police Station","Daman","Dadra and Nagar Haveli and Daman and Diu","Daman, Dadra and Nagar Haveli and Daman and Diu","Not available"
"Police Station","Diu","Dadra and Nagar Haveli and Daman and Diu","Diu, Dadra and Nagar Haveli and Daman and Diu","Not available"
"Police Station Dabri","New Delhi","Delhi","New Delhi, Delhi","Not available"
"Police Station","North Delhi","Delhi","North Delhi, Delhi","Not available"
"Police Station","South Delhi","Delhi","South Delhi, Delhi","Not available"
"Police Station","East Delhi","Delhi","East Delhi, Delhi","Not available"
"Police Station","West Delhi","Delhi","West Delhi, Delhi","Not available"
"Police Station","North East Delhi","Delhi","North East Delhi, Delhi","Not available"
"Police Station","North West Delhi","Delhi","North West Delhi, Delhi","Not available"
"Jyoti Nagar Police Station","Shahdara","Delhi","Shahdara, Delhi","Not available"
"Police Station","South East Delhi","Delhi","South East Delhi, Delhi","Not available"
"Police Station","South West Delhi","Delhi","South West Delhi, Delhi","Not available"
"Police Station","Central Delhi","Delhi","Central Delhi, Delhi","Not available"
"Police Station Dabri","New Delhi","Delhi","New Delhi, Delhi","Not available"
"Police Choki Chanapora","Srinagar","Jammu and Kashmir","Srinagar, Jammu and Kashmir","Not available"
"Police Station","Jammu","Jammu and Kashmir","Jammu, Jammu and Kashmir","Not available"
"Police Station","Anantnag","Jammu and Kashmir","Anantnag, Jammu and Kashmir","Not available"
"Police Station","Baramulla","Jammu and Kashmir","Baramulla, Jammu and Kashmir","Not available"
"Police Station","Budgam","Jammu and Kashmir","Budgam, Jammu and Kashmir","Not available"
"Police Station","Doda","Jammu and Kashmir","Doda, Jammu and Kashmir","Not available"
"Police Station","Ganderbal","Jammu and Kashmir","Ganderbal, Jammu and Kashmir","Not available"
"Police Station","Jammu","Jammu and Kashmir","Jammu, Jammu and Kashmir","Not available"
"Police Station","Kathua","Jammu and Kashmir","Kathua, Jammu and Kashmir","Not available"
"Police Station","Kishtwar","Jammu and Kashmir","Kishtwar, Jammu and Kashmir","Not available"
"Police Station","Kulgam","Jammu and Kashmir","Kulgam, Jammu and Kashmir","Not available"
"Police Station","Kupwara","Jammu and Kashmir","Kupwara, Jammu and Kashmir","Not available"
"Police Station","Poonch","Jammu and Kashmir","Poonch, Jammu and Kashmir","Not available"
"JK Police Station, Pulwama","Pulwama","Jammu and Kashmir","Pulwama, Jammu and Kashmir","Not available"
"Police Station","Rajouri","Jammu and Kashmir","Rajouri, Jammu and Kashmir","Not available"
"Police Station","Ramban","Jammu and Kashmir","Ramban, Jammu and Kashmir","Not available"
"Police Station","Reasi","Jammu and Kashmir","Reasi, Jammu and Kashmir","Not available"
"Police Station","Samba","Jammu and Kashmir","Samba, Jammu and Kashmir","Not available"
"Police Station","Shopian","Jammu and Kashmir","Shopian, Jammu and Kashmir","Not available"
"Police Choki Chanapora","Srinagar","Jammu and Kashmir","Srinagar, Jammu and Kashmir","Not available"
"Police Station","Udhampur","Jammu and Kashmir","Udhampur, Jammu and Kashmir","Not available"
"Police Station","Kargil","Ladakh","Kargil, Ladakh","Not available"
"Police Station","Leh","Ladakh","Leh, Ladakh","Not available"
"Police Station","Agatti","Lakshadweep","Agatti, Lakshadweep","Not available"
"Police Station","Amini","Lakshadweep","Amini, Lakshadweep","Not available"
"Police Station","Andrott","Lakshadweep","Andrott, Lakshadweep","Not available"
"Police Station","Kadmath","Lakshadweep","Kadmath, Lakshadweep","Not available"
"Police Station","Kavaratti","Lakshadweep","Kavaratti, Lakshadweep","Not available"
"Police Station","Minicoy","Lakshadweep","Minicoy, Lakshadweep","Not available"
"Police Station","Chetlat","Lakshadweep","Chetlat, Lakshadweep","Not available"
"Police Station","Bitra","Lakshadweep","Bitra, Lakshadweep","Not available"
"Police Station","Delhi","Delhi","Delhi, Delhi","100"
